Hotel Name,Location,Rating,Room Score,Room Type,Bed Type,Price,City,Country,twins,fulls,queen,king,sofa beds,bunk beds,futon beds,Number of bed
Exe Victoria Palace,San Lorenzo de El Escorial,8.1,8.6,Standard Double or Twin Room,   1 double or 2 twins,245.651,San Lorenzo de El Escorial,Spain,2,0,0,0,0,0,0,2
Hotel Cooee Taimar,Costa Calma,8.6,9.2,Junior Suite,"3 beds (2 twins, 1 sofa bed)",307.034,Costa Calma,Spain,2,0,0,0,0,0,0,3
Hipotels Eurotel Punta Rotja Spa-Golf,Costa dels Pins,8.6,8.9,Superior Double Room,   1 double or 2 twins,349.079,Costa dels Pins,Spain,2,0,0,0,0,0,0,2
La Pergola Mallorca,Port d'Andratx,8.2,8.6,Standard Double Room (2 Adults),2 twin beds,322.427,Port d'Andratx,Spain,2,0,0,0,0,0,0,2
"AC Hotel Guadalajara by Marriott, Spain",Guadalajara,8.3,8.7,Twin Room,2 twin beds,224.585,Guadalajara,Spain,2,0,0,0,0,0,0,2
Vincci Resort Costa Golf,"Novo Sancti Petri, Chiclana de la Frontera",8.8,9.1,Junior Suite (2 Adults),"3 beds (2 twins, 1 sofa bed)",235.497,Chiclana de la Frontera,Spain,2,0,0,0,0,0,0,3
Hotel Playas de Guardamar,Guardamar del Segura,7.4,0.0,Double or Twin Room,   1 double or 2 twins,148.428,Guardamar del Segura,Spain,2,0,0,0,0,0,0,2
Aparthotel Ona Cala Pi Club,Cala Pi,8.8,8.9,One-Bedroom Apartment (2 Adults),"2 beds (1 full, 1 sofa bed)",304.277,Cala Pi,Spain,0,1,0,0,0,0,0,2
White Sands Beach Club,Arenal d'en Castell,8.9,9.1,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",394.091,Arenal d'en Castell,Spain,2,1,0,0,0,0,0,4
Senator Mar Menor Golf & Spa Resort,Los Alcázares,7.4,0.0,One-Bedroom Apartment (2 Adults),"2 beds (1 sofa bed, 1 queen)",128.221,Los Alcázares,Spain,0,0,1,0,0,0,0,2
Hotel ParqueMar Premium Beach,Guardamar del Segura,7.3,0.0,Deluxe Double Room with Balcony,   1 double or 2 twins,124.392,Guardamar del Segura,Spain,2,0,0,0,0,0,0,2
Valentin Sancti Petri,"Novo Sancti Petri, Chiclana de la Frontera",8.9,9.1,Double or Twin Room,   1 double or 2 twins,298.54,Chiclana de la Frontera,Spain,2,0,0,0,0,0,0,2
Eurostars Palacio de Santa Marta,Trujillo,8.8,9.1,Standard Twin Room,2 twin beds,326.877,Trujillo,Spain,2,0,0,0,0,0,0,2
Ilunion Calas de Conil,Conil de la Frontera,8.5,8.9,Double or Twin Room,Multiple bed types,230.601,Conil de la Frontera,Spain,0,0,0,0,0,0,0,0
Soho Boutique Puerto,El Puerto de Santa María,8.3,8.6,Standard Double Room,2 twin beds,357.51,El Puerto de Santa María,Spain,2,0,0,0,0,0,0,2
Gara Suites Golf & Spa,Playa de las Americas,7.9,8.3,Standard Suite,"3 beds (2 twins, 1 sofa bed)",227.839,Playa de las Americas,Spain,2,0,0,0,0,0,0,3
Hotel Antik San Sebastián,"Antiguo, San Sebastián",8.2,8.8,Double or Twin Room with Free Parking,Multiple bed types,333.473,San Sebastián,Spain,0,0,0,0,0,0,0,0
Barceló Lanzarote Active Resort,Costa Teguise,8.2,8.7,Double or Twin Room,Multiple bed types,346.302,Costa Teguise,Spain,0,0,0,0,0,0,0,0
Grupotel Flamingo Beach,Playa Blanca,8.3,8.3,Standard Apartment (2 Adults),2 twin beds,229.023,Playa Blanca,Spain,2,0,0,0,0,0,0,2
"Radisson Blu Resort & Spa, Gran Canaria Mogan",Puerto de Mogán,8.8,9.1,Superior Room Pool View,Multiple bed types,436.532,Puerto de Mogán,Spain,0,0,0,0,0,0,0,0
Hotel Apartamentos Londres La Manga,La Manga del Mar Menor,7.4,0.0,Standard Studio,   1 double or 2 twins,169.584,La Manga del Mar Menor,Spain,2,0,0,0,0,0,0,2
Hotel Montjoi by Brava Hoteles,Sant Feliu de Guíxols,8.1,8.5,Budget Double or Twin Room,   1 double or 2 twins,196.799,Sant Feliu de Guíxols,Spain,2,0,0,0,0,0,0,2
Vista Alegre,Benicàssim,8.1,8.0,Standard Double or Twin Room,   1 double or 2 twins,149.224,Benicàssim,Spain,2,0,0,0,0,0,0,2
Plaza de la Luz Cádiz,"Old Town, Cádiz",8.9,9.2,Studio,1 full bed,267.535,Cádiz,Spain,0,1,0,0,0,0,0,1
ICON Valparaiso - Adults Only,Cala Murada,8.6,8.8,Double Room,   1 double or 2 twins,426.582,Cala Murada,Spain,2,0,0,0,0,0,0,2
Aparthotel Areu,Areu,8.9,9.2,Two-Bedroom Apartment (4 Adults),"3 beds (2 twins, 1 full)",279.621,Areu,Spain,2,1,0,0,0,0,0,3
NH Canciller Ayala Vitoria,Vitoria-Gasteiz,8.4,8.8,Standard Double or Twin Room with View,   1 double or 2 twins,261.377,Vitoria-Gasteiz,Spain,2,0,0,0,0,0,0,2
Hotel Meson de Erosa,Herosa,7.7,8.1,Double Room,2 twin beds,121.839,Herosa,Spain,2,0,0,0,0,0,0,2
Alua Village Fuerteventura - All Inclusive,Playa Jandia,8.1,8.8,Standard Double Room (2 Adults),2 twin beds,377.701,Playa Jandia,Spain,2,0,0,0,0,0,0,2
Kn Aparthotel Columbus,Playa de las Americas,7.6,0.0,Double or Twin Room (2 Adults),2 twin beds,408.60200000000003,Playa de las Americas,Spain,2,0,0,0,0,0,0,2
Pierre & Vacances Estartit Playa,L'Estartit,8.1,8.3,One-Bedroom Apartment (4 Adults),"3 beds (2 twins, 1 sofa bed)",149.369,L'Estartit,Spain,2,0,0,0,0,0,0,3
Hotel Colón Gran Meliá - The Leading Hotels of the World,"Old Town, Seville",9.1,9.5,Penthouse Suite Red Level,1 king bed,4065.292,Seville,Spain,0,0,0,1,0,0,0,1
Cortijo Del Mar Resort,Estepona,8.8,9.1,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)",439.16,Estepona,Spain,2,1,0,0,0,0,0,3
Cala Llenya Resort Ibiza,Cala Llenya,8.3,8.6,Double Room,1 queen bed,505.661,Cala Llenya,Spain,0,0,1,0,0,0,0,1
Ona Los Claveles,Los Cristianos,8.5,8.7,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",175.615,Los Cristianos,Spain,0,1,0,0,0,0,0,2
Travelodge Valencia Aeropuerto,Manises,7.7,8.1,Double Room,1 full bed,182.616,Manises,Spain,0,1,0,0,0,0,0,1
30º Hotels - Hotel Dos Playas Mazarrón,Puerto de Mazarrón,8.6,9.1,Deluxe Twin Room with Pool View,2 twin beds,233.119,Puerto de Mazarrón,Spain,2,0,0,0,0,0,0,2
NH Ciudad Real,Ciudad Real,7.8,8.3,Superior Double or Twin Room,   1 double or 2 twins,295.435,Ciudad Real,Spain,2,0,0,0,0,0,0,2
El Bulín de Piñuecar,Piñuécar,8.2,8.1,One-Bedroom House,1 full bed,228.808,Piñuécar,Spain,0,1,0,0,0,0,0,1
Hotel Playa Mondrago,Portopetro,8.1,8.2,Superior Twin Room with Sea View,2 twin beds,443.564,Portopetro,Spain,2,0,0,0,0,0,0,2
Vacaciones Oromarina Azahar,"Marina dOr Holiday Resort Area, Oropesa del Mar",7.5,0.0,Two-Bedroom Apartment with Terrace and Parking,"4 beds (2 twins, 1 full, 1 sofa bed)",220.006,Oropesa del Mar,Spain,2,1,0,0,0,0,0,4
Sol Arona Tenerife,Los Cristianos,7.3,0.0,Room with separate lounge,2 twin beds,263.056,Los Cristianos,Spain,2,0,0,0,0,0,0,2
Parques Casablanca,"Benissa Coast, Benissa",9.0,9.2,Two-Bedroom Apartment,2 full beds,278.76800000000003,Benissa,Spain,0,2,0,0,0,0,0,2
Dreams Lanzarote Playa Dorada Resort & Spa,Playa Blanca,8.3,9.2,Preferred Club Double Room with Pool View,   1 double or 2 twins,564.173,Playa Blanca,Spain,2,0,0,0,0,0,0,2
"Holiday Inn Express Bilbao Airport, an IHG Hotel",Derio,7.8,8.2,Double or Twin Room,   1 double or 2 twins,263.868,Derio,Spain,2,0,0,0,0,0,0,2
Aparthotel Esquinzo Y Monte Del Mar,Playa Jandia,7.3,0.0,Studio,2 twin beds,150.022,Playa Jandia,Spain,2,0,0,0,0,0,0,2
Apartments Kione Playa Romana Park,Alcossebre,7.8,0.0,Two-Bedroom Apartment (6 Adults + 2 Children),"6 beds (4 twins, 2 sofa beds)",183.872,Alcossebre,Spain,4,0,0,0,2,0,0,6
Palacio de los Velada,"Old Town of Avila, Ávila",8.5,8.7,Double Room,   1 double or 2 twins,212.58,Ávila,Spain,2,0,0,0,0,0,0,2
Hotel Villa San Juan,San Juan de Alicante,8.1,8.4,Double or Twin Room,   1 double or 2 twins,168.834,San Juan de Alicante,Spain,2,0,0,0,0,0,0,2
Hacienda FELIX,El Paso,8.9,8.9,Deluxe Family Room,"2 beds (1 full, 1 sofa bed)",250.014,El Paso,Spain,0,1,0,0,0,0,0,2
Hotel El Puerto by Pierre Vacances,"El Castillo Beach, Fuengirola",7.3,0.0,Double Room with Sea View,2 twin beds,247.699,Fuengirola,Spain,2,0,0,0,0,0,0,2
Sercotel Boulevard Vitoria-Gasteiz,Vitoria-Gasteiz,8.2,8.6,Junior Suite,   1 double or 2 twins,250.43800000000002,Vitoria-Gasteiz,Spain,2,0,0,0,0,0,0,2
Grupotel Ibiza Beach Resort - Adults Only,Portinatx,8.4,8.6,Double Room with Side Sea View,2 twin beds,424.0,Portinatx,Spain,2,0,0,0,0,0,0,2
Grupotel Maritimo,Port d'Alcudia,8.9,9.2,Double Room with Side Sea View (2 adults),2 twin beds,372.618,Port d'Alcudia,Spain,2,0,0,0,0,0,0,2
Mon Port Hotel & Spa,Port d'Andratx,8.8,9.3,Double Standard Parking Spa access,1 king bed,508.732,Port d'Andratx,Spain,0,0,0,1,0,0,0,1
Camping Platja Cambrils,Cambrils,7.8,0.0,One-Bedroom Bungalow (2 Adults),"2 beds (1 full, 1 sofa bed)",184.116,Cambrils,Spain,0,1,0,0,0,0,0,2
Aptos. Comte D´Empuries,Empuriabrava,7.1,0.0,One-Bedroom Apartment (2 Adults + 2 Children),"4 beds (2 twins, 2 sofa beds)",193.898,Empuriabrava,Spain,2,0,0,0,2,0,0,4
Apartamentos Candelario by gaiarooms,Candelario,8.5,8.6,Duplex Apartment,"2 beds (1 full, 1 sofa bed)",162.891,Candelario,Spain,0,1,0,0,0,0,0,2
Apartamentos Sureda,Canyamel,9.1,9.3,One-Bedroom Apartment (2 Adults),1 queen bed,208.345,Canyamel,Spain,0,0,1,0,0,0,0,1
Kn Hotel Arenas del Mar Adults Only,El Médano,7.6,8.0,Junior Suite with Mountain View (2 Adults),2 twin beds,382.714,El Médano,Spain,2,0,0,0,0,0,0,2
Exe Boston,"Old Town, Zaragoza",8.0,8.4,Double Room,   1 double or 2 twins,218.15,Zaragoza,Spain,2,0,0,0,0,0,0,2
Kn Hotel Matas Blancas - Solo Adultos,Costa Calma,7.5,8.1,Double Room (2 Adults),2 twin beds,247.87900000000002,Costa Calma,Spain,2,0,0,0,0,0,0,2
Hotel Sierra de Cazorla & SPA 3*,Cazorla,8.3,8.4,Twin Room,2 twin beds,211.42000000000002,Cazorla,Spain,2,0,0,0,0,0,0,2
El Escondite De Pedro Malillo,Candeleda,9.2,9.5,Two-Bedroom Townhouse,"5 beds (3 fulls, 2 sofa beds)",920.755,Candeleda,Spain,0,3,0,0,2,0,0,5
SH Villa Gadea,Altea,8.9,9.3,Double Premium (2 Adults),   1 double or 2 twins,678.817,Altea,Spain,2,0,0,0,0,0,0,2
Fonda Can Fasersia,La Pobla de Segur,8.0,0.0,Superior Double Room,1 full bed,128.975,La Pobla de Segur,Spain,0,1,0,0,0,0,0,1
Hotel Ilunion Mérida Palace,Mérida,8.7,9.2,Double or Twin Room,   1 double or 2 twins,351.959,Mérida,Spain,2,0,0,0,0,0,0,2
Barceló Teguise Beach - Adults Only,Costa Teguise,8.7,9.0,Deluxe Double or Twin Room with Spa Bath,1 queen bed,469.428,Costa Teguise,Spain,0,0,1,0,0,0,0,1
Area Suites,Jove,8.6,9.2,Two-Bedroom Apartment,"4 beds (2 twins, 1 sofa bed, 1 queen)",167.093,Jove,Spain,2,0,1,0,0,0,0,4
Apartamentos Cordial Magec Taurito,Taurito,8.9,9.2,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",184.26,Taurito,Spain,2,0,0,0,0,0,0,3
Iberostar Málaga Playa,Torrox Costa,8.4,8.9,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",491.951,Torrox Costa,Spain,2,0,0,0,0,0,0,3
La Palma - Teneguía Princess,Fuencaliente de la Palma,7.9,8.3,Double or Twin Room (2 Adults + 1 Child),"2 beds (1 sofa bed, 1 queen)",308.617,Fuencaliente de la Palma,Spain,0,0,1,0,0,0,0,2
Hotel Miera,Liérganes,8.9,9.0,Standard Double Room,1 full bed,147.349,Liérganes,Spain,0,1,0,0,0,0,0,1
Ibersol Antemare - Adults Only,"Sitges Beachfront, Sitges",7.9,8.1,Standard Double or Twin Room,   1 double or 2 twins,301.975,Sitges,Spain,2,0,0,0,0,0,0,2
Helios Mallorca Hotel & Apartments,Can Pastilla,8.9,9.1,Twin Room with Balcony,2 twin beds,321.771,Can Pastilla,Spain,2,0,0,0,0,0,0,2
Hotel Porto Calpe,Calpe,8.6,8.9,Double or Twin Room with Front Sea View,   1 double or 2 twins,251.452,Calpe,Spain,2,0,0,0,0,0,0,2
HSM Lago Park,Playa de Muro,8.3,8.5,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",156.514,Playa de Muro,Spain,2,0,0,0,0,0,0,3
ALEGRIA Costa Ballena AquaFun Hotel,Costa Ballena,8.3,8.6,Double Room with Extra Bed (2 Adults + 1 Child),"3 beds (2 twins, 1 sofa bed)",291.688,Costa Ballena,Spain,2,0,0,0,0,0,0,3
Hotel Helios Costa Tropical,Almuñécar,9.3,9.5,Classic Double or Twin Room,   1 double or 2 twins,253.657,Almuñécar,Spain,2,0,0,0,0,0,0,2
Quartiers Marbella Apartments,Estepona,8.9,9.0,Three-Bedroom Apartment,"5 beds (4 twins, 1 king)",551.176,Estepona,Spain,4,0,0,1,0,0,0,5
Palm Mar Apartments Tenerife South,Palm-Mar,7.7,8.6,One-Bedroom Apartment with Balcony,"2 beds (1 sofa bed, 1 queen)",168.138,Palm-Mar,Spain,0,0,1,0,0,0,0,2
Apartamentos Canfranc 3000,Canfranc-Estación,7.0,0.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",125.401,Canfranc-Estación,Spain,0,1,0,0,0,0,0,2
Alua Golf Trinidad,Roquetas de Mar,7.4,8.0,Double Superior Sea View,"3 beds (2 twins, 1 sofa bed)",189.721,Roquetas de Mar,Spain,2,0,0,0,0,0,0,3
Servatur Green Beach,La Playa de Arguineguín,7.9,8.0,Standard Apartment with Sea View (2 Adults),"3 beds (2 twins, 1 sofa bed)",147.212,Arguineguín,Spain,2,0,0,0,0,0,0,3
"Holiday Inn Express San Sebastian de los Reyes, an IHG Hotel",San Sebastián de los Reyes,8.1,8.3,Standard Double Room,   1 double or 2 twins,252.61100000000002,San Sebastián de los Reyes,Spain,2,0,0,0,0,0,0,2
Beverly Hills Heights - Excel Hotels & Resorts,Los Cristianos,8.7,8.6,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",234.683,Los Cristianos,Spain,0,1,0,0,0,0,0,2
Pierre & Vacances Resort Bonavista de Bonmont,Montroig,8.3,8.5,One-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",154.109,Montroig,Spain,0,2,0,0,0,0,0,3
Hotel Lancelot,Arrecife,8.5,9.0,Double or Twin Room with Sea View,   1 double or 2 twins,288.26300000000003,Arrecife,Spain,2,0,0,0,0,0,0,2
Apartamentos Mar Comillas,Comillas,9.0,9.0,One-Bedroom Apartment (2 Adults + 2 Children),"2 beds (1 full, 1 sofa bed)",151.489,Comillas,Spain,0,1,0,0,0,0,0,2
Apartamentos Playa Langosteira,Fisterra,9.1,9.0,Penthouse Apartment,"3 beds (2 sofa beds, 1 queen)",175.216,Fisterra,Spain,0,0,1,0,2,0,0,3
NH Gran Hotel Casino de Extremadura,Badajoz,9.0,9.4,Superior Double or Twin Room,   1 double or 2 twins,312.25600000000003,Badajoz,Spain,2,0,0,0,0,0,0,2
Exe Tartessos,Huelva,8.1,8.6,Double Room,2 twin beds,227.897,Huelva,Spain,2,0,0,0,0,0,0,2
Reverence Life Hotel - Adults Only,Santa Ponsa,8.2,8.8,Premium Room with Side Sea View,Multiple bed types,434.677,Santa Ponsa,Spain,0,0,0,0,0,0,0,0
Archybal Apartamentos Turísticos y Suites,Archena,9.2,9.4,One-Bedroom Suite,,171.71800000000002,Archena,Spain,0,0,0,0,0,0,0,0
Ramada Resort by Wyndham Puerto de Mazarron,Puerto de Mazarrón,8.3,9.0,"Single Beds, Deluxe Room, Mountain view",2 twin beds,170.57500000000002,Puerto de Mazarrón,Spain,2,0,0,0,0,0,0,2
Apartamentos Tesy,La Manga del Mar Menor,8.4,8.3,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",146.282,La Manga del Mar Menor,Spain,0,1,0,0,0,0,0,2
Interpass Golf Playa Country Club,Islantilla,8.0,8.1,Two-Bedroom Apartment in pool area,"3 beds (2 twins, 1 full)",265.447,Islantilla,Spain,2,1,0,0,0,0,0,3
Expoholidays - Apartamentos Puerto Almerimar,Almerimar,8.1,8.2,One-Bedroom Apartment with City View,"2 beds (1 full, 1 sofa bed)",184.644,Almerimar,Spain,0,1,0,0,0,0,0,2
Hotel Ecolife Tenerife,San Miguel de Abona,8.9,9.0,Double Room,2 twin beds,151.75,San Miguel de Abona,Spain,2,0,0,0,0,0,0,2
Nuevo Hotel Vista Alegre,Valdepeñas,7.6,8.2,Twin Room,2 twin beds,226.621,Valdepeñas,Spain,2,0,0,0,0,0,0,2
Aparthotel Ona Palamós,Palamós,8.2,8.4,Apartment with Balcony,"3 beds (2 twins, 1 sofa bed)",160.178,Palamós,Spain,2,0,0,0,0,0,0,3
The Bloom by Pillow,Girona,8.4,8.8,Twin Room,2 twin beds,301.813,Girona,Spain,2,0,0,0,0,0,0,2
AZZ Valencia Congress Hotel & Spa,Paterna,8.0,8.5,Double or Twin Room,Multiple bed types,207.582,Paterna,Spain,0,0,0,0,0,0,0,0
Casas Rurales Taramundi Verde,Taramundi,8.9,8.9,One-Bedroom House,1 full bed,196.683,Taramundi,Spain,0,1,0,0,0,0,0,1
NH Collection Cáceres Palacio de Oquendo,Cáceres,8.6,9.0,Superior Double or Twin Room,   1 double or 2 twins,328.273,Cáceres,Spain,2,0,0,0,0,0,0,2
Arguineguín Park By Servatur,La Playa de Arguineguín,9.1,9.5,Premium Two-Bedroom Holiday Home - Type A (2 Adults),"4 beds (3 twins, 1 sofa bed)",211.747,Arguineguín,Spain,3,0,0,0,0,0,0,4
Finca la Crucita Haria Lanzarote By PVL,Haría,7.9,8.2,Three-Bedroom Villa,"5 beds (4 twins, 1 king)",275.008,Haría,Spain,4,0,0,1,0,0,0,5
Silken Monumental Naranco,Oviedo,8.5,8.9,Twin Room,2 twin beds,172.013,Oviedo,Spain,2,0,0,0,0,0,0,2
Hotel Riu Oliva Beach Resort - All Inclusive,Corralejo,7.9,8.0,Double Room - Annex,"3 beds (2 twins, 1 sofa bed)",294.707,Corralejo,Spain,2,0,0,0,0,0,0,3
Hotel & Spa Ciudad de Binéfar,Binéfar,8.8,9.5,Standard Apartment,"3 beds (2 twins, 1 sofa bed)",398.356,Binéfar,Spain,2,0,0,0,0,0,0,3
Els Arenys,Sant Joan de les Abadesses,8.5,8.4,Apartment with Mountain View,"5 beds (2 twins, 2 fulls, 1 sofa bed)",513.6560000000001,Sant Joan de les Abadesses,Spain,2,2,0,0,0,0,0,5
Camping San Javier,San Javier,7.8,0.0,Two-Bedroom Bungalow,"3 beds (1 full, 2 bunk beds)",233.931,San Javier,Spain,0,1,0,0,0,2,0,3
Hotel Plaza Las Matas,Las Rozas de Madrid,8.1,8.6,Twin Room,2 twin beds,238.63,Las Rozas de Madrid,Spain,2,0,0,0,0,0,0,2
Aparthotel la Piramide,Costa de Antigua,7.1,0.0,One-Bedroom Apartment with Pool View,"3 beds (2 twins, 1 sofa bed)",161.524,Costa de Antigua,Spain,2,0,0,0,0,0,0,3
Pierre & Vacances Torredembarra,Torredembarra,8.3,8.3,Two-Bedroom Apartment (2-6 Adults),"5 beds (4 twins, 1 sofa bed)",161.054,Torredembarra,Spain,4,0,0,0,0,0,0,5
Hotel Gran Bilbao,Bilbao,8.7,9.2,Quadruple Room,Multiple bed types,383.619,Bilbao,Spain,0,0,0,0,0,0,0,0
Silken Gran hotel Durango,Durango,8.4,8.8,Superior Double Room with View,   1 double or 2 twins,343.818,Durango,Spain,2,0,0,0,0,0,0,2
Palas Pineda,La Pineda,7.8,8.1,Standard Room,   1 double or 2 twins,145.685,La Pineda,Spain,2,0,0,0,0,0,0,2
Wyndham Residences Golf del Sur,San Miguel de Abona,8.6,8.9,One Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)",261.408,San Miguel de Abona,Spain,0,0,1,0,0,0,0,2
ALEGRIA Barranco,Playa de las Americas,7.8,8.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",205.924,Playa de las Americas,Spain,2,0,0,0,0,0,0,3
Exe Casa de Los Linajes,Segovia,8.3,8.5,Double or Twin Room,   1 double or 2 twins,272.107,Segovia,Spain,2,0,0,0,0,0,0,2
Exe Cuenca,Cuenca,8.5,8.9,Double or Twin Room,   1 double or 2 twins,200.744,Cuenca,Spain,2,0,0,0,0,0,0,2
Hotel RH Ifach,Calpe,8.6,8.9,Double or Twin Room with Terrace,Multiple bed types,232.356,Calpe,Spain,0,0,0,0,0,0,0,0
Bungalowpark Isábena,La Puebla de Roda,8.2,0.0,Bungalow (2 Adults),"4 beds (2 twins, 1 full, 1 sofa bed)",168.138,La Puebla de Roda,Spain,2,1,0,0,0,0,0,4
Vigilia Park,Puerto de Santiago,7.8,8.1,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",222.763,Puerto de Santiago,Spain,0,1,0,0,0,0,0,2
Eurostars Gran Hotel Lugo,Lugo,8.9,9.3,Twin Room,2 twin beds,195.291,Lugo,Spain,2,0,0,0,0,0,0,2
Secrets Lanzarote Resort & Spa - Adults Only (+18),Puerto Calero,8.6,9.3,Double Room Ocean View,"3 beds (2 fulls, 1 queen)",833.263,Puerto Calero,Spain,0,2,1,0,0,0,0,3
Castilla Termal Olmedo,Olmedo,8.9,9.4,Double or Twin Room with Spa Access,   1 double or 2 twins,454.401,Olmedo,Spain,2,0,0,0,0,0,0,2
Pierre & Vacances Blanes Playa,Blanes,8.0,0.0,Studio with Sea View,1 sofa bed,152.786,Blanes,Spain,0,0,0,0,0,0,0,0
Macdonald Doña Lola Resort,La Cala de Mijas,8.5,8.6,Classic One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",304.327,La Cala de Mijas,Spain,0,1,0,0,0,0,0,2
Hotel Nereida,L'Estartit,8.0,8.2,Double or Twin Room with Pool View,   1 double or 2 twins,248.668,L'Estartit,Spain,2,0,0,0,0,0,0,2
Hostal Rey Teodomiro,Orihuela,7.1,0.0,Double Room,2 twin beds,109.655,Orihuela,Spain,2,0,0,0,0,0,0,2
Grupoandria Aparthotel Club Andria,Cala Santandria,8.0,0.0,One-Bedroom Apartment,2 twin beds,178.697,Cala Santandria,Spain,2,0,0,0,0,0,0,2
Hotel Andia,Orcoyen,8.3,8.7,Deluxe Double Room - Attic,1 full bed,238.354,Orcoyen,Spain,0,1,0,0,0,0,0,1
RH Bayren Hotel & Spa 4* Sup,Gandía,8.9,9.3,Twin Room with Partial Sea View and Terrace,2 twin beds,316.699,Gandía,Spain,2,0,0,0,0,0,0,2
Fidalsa Famous Spot,Campoamor,8.1,0.0,Four-Bedroom House,"6 beds (4 twins, 2 fulls)",604.764,Campoamor,Spain,4,2,0,0,0,0,0,6
Apartamento Malpica Area Grande,Malpica,9.6,9.9,Apartment with Sea View,"5 beds (4 twins, 1 full)",315.807,Malpica,Spain,4,1,0,0,0,0,0,5
Occidental Jandía Mar,Morro del Jable,7.9,8.3,Double or Twin Room with Sea View (2 Adults + 1 Child),"2 beds (1 twin, 1 king)",266.653,Morro del Jable,Spain,1,0,0,1,0,0,0,2
LA POSADA DE HIGUERUELA,Higueruela,8.4,8.4,Double,2 twin beds,171.474,Higueruela,Spain,2,0,0,0,0,0,0,2
Hotel Planamar by Escampa Hotels,Platja d'Aro,8.3,8.7,   Quadruple Room,Multiple bed types,388.84000000000003,Platja d'Aro,Spain,0,0,0,0,0,0,0,0
Hostal Sa Baronia,Banyalbufar,8.1,8.2,Double Room with Balcony and Sea View,2 twin beds,316.781,Banyalbufar,Spain,2,0,0,0,0,0,0,2
"Holiday Inn Express Vitoria, an IHG Hotel",Vitoria-Gasteiz,8.2,8.5,Double or Twin Room (1-2 Adults) with Free Parking,   1 double or 2 twins,197.275,Vitoria-Gasteiz,Spain,2,0,0,0,0,0,0,2
Hotel Montecarlo Spa & Wellness,"Santa Margarida, Roses",8.1,8.4,Premium Double or Twin Room with Lateral Sea View and Spa Access,"3 beds (2 twins, 1 queen)",302.857,Roses,Spain,2,0,1,0,0,0,0,3
Coral Cotillo Beach,El Cotillo,8.6,9.0,Double Room with Pool View (2 Adults),2 twin beds,208.171,El Cotillo,Spain,2,0,0,0,0,0,0,2
Allegro Isora,Puerto de Santiago,7.9,8.3,Apartment with Pool View (2 Adults + 1 Child),"3 beds (2 twins, 1 sofa bed)",313.387,Puerto de Santiago,Spain,2,0,0,0,0,0,0,3
Complejo Bubal Formigal 3000,Búbal,7.2,0.0,One-Bedroom Apartment,"3 beds (2 bunk beds, 1 sofa bed)",126.479,Búbal,Spain,0,0,0,0,0,2,0,3
Elba Estepona Gran Hotel & Thalasso Spa,Estepona,8.2,8.7,Deluxe Double Room with Garden View (2 Adults),   1 double or 2 twins,438.04,Estepona,Spain,2,0,0,0,0,0,0,2
Hotel Ilusion Moreyo - Adults Only,Cala Bona,8.0,8.3,Twin Room with City View,2 twin beds,247.638,Son Servera,Espagne,2,0,0,0,0,0,0,2
Helios Benidorm,Benidorm,9.1,9.5,Twin Room with Pool View,2 twin beds,302.741,Benidorm,Spain,2,0,0,0,0,0,0,2
Cortijo Lagar de Luisa,Borge,9.5,9.5,One-Bedroom House,2 twin beds,212.0,Borge,Spain,2,0,0,0,0,0,0,2
Apartahotel Playa Conil,"City Center, Conil de la Frontera",8.1,8.0,Two-Bedroom Apartment,Multiple bed types,240.197,Conil de la Frontera,Spain,0,0,0,0,0,0,0,0
Hospedium Hotel Abril,San Juan de Alicante,8.1,8.3,Superior Double Room,1 queen bed,202.717,San Juan de Alicante,Spain,0,0,1,0,0,0,0,1
Catalonia del Mar - Adults Only,Cala Bona,8.2,8.5,Superior Double or Twin Room with Mountain View,   1 double or 2 twins,200.512,Son Servera,Espagne,2,0,0,0,0,0,0,2
Hospedium Hotel Continental,Mojácar,8.7,9.0,Double Room with City View,1 full bed,187.748,Mojácar,Spain,0,1,0,0,0,0,0,1
Apartamentos Rurales Altuzarra,Ezcaray,8.4,8.1,Two-Bedroom Apartment with Balcony,"6 beds (4 twins, 2 sofa beds)",254.702,Ezcaray,Spain,4,0,0,0,2,0,0,6
Ilunion Sancti Petri,Chiclana de la Frontera,8.4,8.6,One-Bedroom Apartment (2 Adults),2 twin beds,215.115,Chiclana de la Frontera,Spain,2,0,0,0,0,0,0,2
