Hotel Name,Location,Rating,Room Score,Room Type,Bed Type,Price,City,Country,twins,fulls,queen,king,sofa beds,bunk beds,futon beds,Number of bed
Casa Tomarén,San Bartolomé,8.1,8.0,Studio (2 Adults),1 queen bed,316.781,San Bartolomé,Spain,0,0,1,0,0,0,0,1
Cas Comte Suites & Spa - Adults Only,Lloseta,8.6,9.2,Suite with Hot Tub,1 king bed,432.238,Lloseta,Spain,0,0,0,1,0,0,0,1
InmoSantos Apartaments Nuria,"Santa Margarida, Roses",8.1,8.3,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",190.91400000000002,Roses,Spain,2,1,0,0,0,0,0,4
Apartamentos Las Carabelas,Benidorm,7.9,0.0,One-Bedroom Apartment,"4 beds (2 twins, 2 sofa beds)",180.43800000000002,Benidorm,Spain,2,0,0,0,2,0,0,4
Aparthotel Diamant Blue,Playas de Orihuela,6.6,0.0,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)",207.03900000000002,Orihuela,Spain,2,1,0,0,0,0,0,3
ConilPlus Apartment LORCA,"City Center, Conil de la Frontera",6.9,0.0,Three-Bedroom Apartment,"4 beds (2 twins, 2 fulls)",210.872,Conil de la Frontera,Spain,2,2,0,0,0,0,0,4
Hotel Manises,Manises,6.1,0.0,Budget Twin Room,2 twin beds,105.59400000000001,Manises,Spain,2,0,0,0,0,0,0,2
Egona -Apartamentos Itxaropena Zarautz,Zarautz,8.7,9.0,Apartment - Ground Floor,"3 beds (2 twins, 1 sofa bed)",381.414,Zarautz,Spain,2,0,0,0,0,0,0,3
Hotel Avenida del Sotillo,La Lastrilla,7.3,0.0,Double or Twin Room,2 twin beds,182.294,La Lastrilla,Spain,2,0,0,0,0,0,0,2
APARTAMENTOS EN EL CENTRO DE LOS CRISTIANOS,Arona,8.0,8.0,One-Bedroom Apartment,2 twin beds,122.281,Arona,Spain,2,0,0,0,0,0,0,2
Hostal Juan Bravo,Segovia,7.5,0.0,Deluxe Double or Twin Room with City View,1 full bed,280.81,Segovia,Spain,0,1,0,0,0,0,0,1
Camping Vila de Sarria,Sarria,9.0,9.3,Superior Bungalow,"2 beds (1 full, 1 sofa bed)",159.4,Sarria,Spain,0,1,0,0,0,0,0,2
Estudio en Nueva Torrequebrada,Benalmádena,7.9,8.0,Superior Studio,1 full bed,155.101,Benalmádena,Spain,0,1,0,0,0,0,0,1
Maison Lamic 1,"Lloret Town Center, Lloret de Mar",9.0,9.0,Apartment,"5 beds (1 full, 4 bunk beds)",195.186,Lloret de Mar,Spain,0,1,0,0,0,4,0,5
Casas del Madroño,Cazalla de la Sierra,8.9,8.8,Holiday Home,"3 beds (2 twins, 1 full)",127.2,Cazalla de la Sierra,Spain,2,1,0,0,0,0,0,3
JSM Apartamentos,Benalmádena,6.9,0.0,Superior Apartment,"3 beds (2 twins, 1 sofa bed)",253.541,Benalmádena,Spain,2,0,0,0,0,0,0,3
Casa Guaranatura alojamiento y barrancos,Bierge,7.0,0.0,Triple Room with Shared Bathroom,"2 beds (1 twin, 1 full)",170.57500000000002,Bierge,Spain,1,1,0,0,0,0,0,2
Best Club Vacaciones Pueblo Indalo,Mojácar,8.0,0.0,Two-Bedroom Apartment (5 Adults + 1 Child),"5 beds (4 twins, 1 sofa bed)",202.616,Mojácar,Spain,4,0,0,0,0,0,0,5
Sercotel Sevilla Guadalquivir Suites,"Old Town, Seville",8.7,9.1,Superior Apartment,"2 beds (1 full, 1 sofa bed)",513.086,Seville,Spain,0,1,0,0,0,0,0,2
Apartment estudi,Begur,9.0,9.4,One-Bedroom Apartment,1 full bed,128.105,Begur,Spain,0,1,0,0,0,0,0,1
Casa de Aduanas,Vegadeo,7.6,0.0,Apartment - Ground Floor,"2 beds (1 full, 1 sofa bed)",174.636,Vegadeo,Spain,0,1,0,0,0,0,0,2
El Mirador Del Parque,Gúa,7.2,0.0,Apartment,"4 beds (2 twins, 2 sofa beds)",170.57500000000002,Gúa,Spain,2,0,0,0,2,0,0,4
Carving Surf Hostel,San Esteban de Pravia,8.7,8.4,Quadruple Room with Bathroom,4 bunk beds,248.552,San Esteban de Pravia,Spain,0,0,0,0,0,4,0,4
LEÓN SUITE Urban Studios,"Leon City Centre, León",9.2,9.5,Standard Studio,   1 double or 2 twins,286.821,León,Spain,2,0,0,0,0,0,0,2
Apartaments Lamoga - Boabi,Torredembarra,8.2,8.1,Apartment with Sea View,"3 beds (2 twins, 1 full)",184.221,Torredembarra,Spain,2,1,0,0,0,0,0,3
New Leaf Cortijo Apartment Full disabled access,Moclín,9.8,10.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",279.621,Moclín,Spain,0,2,0,0,0,0,0,3
Hotel Monarque Fuengirola Park,Fuengirola,7.4,0.0,Double Room (2 Adults + 1 Child ),3 twin beds,270.761,Fuengirola,Spain,3,0,0,0,0,0,0,3
Sabino - baskeyrentals,Lekeitio,9.7,10.0,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)",198.395,Lekeitio,Spain,2,1,0,0,0,0,0,3
Casa Girasole,Corralejo,8.6,8.8,Two-Bedroom House,"3 beds (2 twins, 1 queen)",202.25300000000001,Corralejo,Spain,2,0,1,0,0,0,0,3
NEVERENDING RIJANA. ¡Cala Rijana a tu alcance!,Calahonda,9.2,9.5,Apartment with Terrace,"4 beds (1 twin, 1 full, 1 sofa bed, 1 queen)",214.669,Calahonda,Spain,1,1,1,0,0,0,0,4
Marina,Ribadesella,7.3,0.0,Double or Twin Room with Harbor View,   1 double or 2 twins,193.666,Ribadesella,Spain,2,0,0,0,0,0,0,2
BUNGALOW en CAMPO INTERNACIONAL,Maspalomas,8.7,9.4,One-Bedroom House,"2 beds (1 full, 1 sofa bed)",147.947,Maspalomas,Spain,0,1,0,0,0,0,0,2
Apartamentos Berlin,San Pedro del Pinatar,8.7,8.8,Queen Studio with Sofa Bed,"2 beds (1 full, 1 sofa bed)",134.023,San Pedro del Pinatar,Spain,0,1,0,0,0,0,0,2
Casa Marsial,Eriste,8.0,0.0,Penthouse Apartment,"3 beds (2 twins, 1 sofa bed)",235.323,Eriste,Spain,2,0,0,0,0,0,0,3
Habitaciones Sajorami Beach,Zahora,7.6,0.0,Special Double,1 full bed,278.002,Zahora,Spain,0,1,0,0,0,0,0,1
Camping La Llosa,Cambrils,8.2,8.0,Bungalow,"4 beds (3 twins, 1 full)",231.842,Cambrils,Spain,3,1,0,0,0,0,0,4
Playa Esperanza Resort,Playa de Muro,8.3,8.6,Apartment with Lateral Sea View,"4 beds (2 twins, 2 sofa beds)",584.827,Playa de Muro,Spain,2,0,0,0,2,0,0,4
Estudio Costa Cálida by Rental Olé,El Mojón,1.0,0.0,Apartment,"3 beds (1 queen, 2 futons)",111.535,El Mojón,Spain,0,0,1,0,0,0,0,3
Kampaoh Paloma,Tarifa,8.3,8.3,Buka Tent,1 full bed,151.133,Tarifa,Spain,0,1,0,0,0,0,0,1
Apartamentos Tanajara,La Restinga,7.6,0.0,Apartment,2 twin beds,121.839,La Restinga,Spain,2,0,0,0,0,0,0,2
Habitaciones Casa de Campo Daymipaz,Mahón,7.3,0.0,Duplex Suite,1 queen bed,236.716,Mahón,Spain,0,0,1,0,0,0,0,1
Albergue de Prioro,Prioro,9.2,9.3,Quadruple Room with Shared Bathroom,"4 beds (2 twins, 2 bunk beds)",188.119,Prioro,Spain,2,0,0,0,0,2,0,4
Aparthotel Marina Drach,Porto Cristo,8.5,8.8,Studio,2 twin beds,318.0,Porto Cristo,Spain,2,0,0,0,0,0,0,2
S´Estancia Suites,Es Mercadal,9.4,9.7,Double or Twin Room,   1 double or 2 twins,329.279,Es Mercadal,Spain,2,0,0,0,0,0,0,2
Casa Rural Cordobelas,Cedeira,9.2,9.4,Double or Twin Room with Private Bathroom,   1 double or 2 twins,141.333,Cedeira,Spain,2,0,0,0,0,0,0,2
Cabanas de Vendaval,Malpica,9.7,9.8,Mobile Home,"4 beds (2 twins, 1 full, 1 sofa bed)",288.932,Malpica,Spain,2,1,0,0,0,0,0,4
Casa Endorfina Rooms,Los Cristianos,7.9,8.3,Standard Double Room,   1 double or 2 twins,209.987,Los Cristianos,Spain,2,0,0,0,0,0,0,2
Hotel Rural Albamanjon,Ruidera,9.1,9.0,Double Room with Spa Bath,1 full bed,375.508,Ruidera,Spain,0,1,0,0,0,0,0,1
Camping Ampolla Playa,L'Ampolla,8.7,8.7,Bungalow FARO ( 2 p. ),"3 beds (2 twins, 1 full)",275.008,L'Ampolla,Spain,2,1,0,0,0,0,0,3
Kampea Playa de Gandia,Gandía,7.4,0.0,Tent,1 full bed,122.187,Gandía,Spain,0,1,0,0,0,0,0,1
Apartamentos OlaMar,Lloret de Mar,8.8,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",146.207,Lloret de Mar,Spain,0,1,0,0,0,0,0,2
Casa Albano,Baldellou,8.7,8.3,Deluxe Family Room,Multiple bed types,385.986,Baldellou,Spain,0,0,0,0,0,0,0,0
Medplaya Hotel Vistamar Costa Dorada,Hospitalet de l'Infant,7.8,0.0,Double Room with Front Sea View,"2 beds (1 twin, 1 full)",192.058,Hospitalet de l'Infant,Spain,1,1,0,0,0,0,0,2
Casa Rural Ca Xelo 2,Poliñá de Júcar,7.0,10.0,Double Room,1 twin bed,165.701,Poliñá de Júcar,Spain,1,0,0,0,0,0,0,1
Aparthotel Carrio Sol - Monty´s,Calpe,8.5,8.6,Studio (4 Adults),"2 beds (1 full, 1 sofa bed)",263.46500000000003,Calpe,Spain,0,1,0,0,0,0,0,2
Apartamentos Palm Garden by LIVVO,Morro del Jable,7.5,0.0,Studio with Balcony with Sea View (2 Adults + 1 Child),"3 beds (2 twins, 1 sofa bed)",158.293,Morro del Jable,Spain,2,0,0,0,0,0,0,3
Hotel del Port,L'Ametlla de Mar,7.9,8.1,Double or Twin Room,   1 double or 2 twins,184.499,L'Ametlla de Mar,Spain,2,0,0,0,0,0,0,2
ÁTICO ESTRELLA,Tejina de Isora,9.1,8.7,Apartment,"2 beds (1 full, 1 sofa bed)",109.655,Tejina de Isora,Spain,0,1,0,0,0,0,0,2
La Quinta II by HOMA,Isla Canela,8.3,8.5,Apartment - Ground Floor,"3 beds (2 twins, 1 full)",120.62100000000001,Isla Canela,Spain,2,1,0,0,0,0,0,3
Raco d'en Pepe,Calella,6.8,0.0,Twin Room,2 twin beds,136.46,Calella,Spain,2,0,0,0,0,0,0,2
Posada El Labrador,San Vicente de la Barquera,8.7,8.7,Double or Twin Room,   1 double or 2 twins,134.023,San Vicente de la Barquera,Spain,2,0,0,0,0,0,0,2
Hostería Casa Flor,Murias de Rechivaldo,8.7,8.9,Twin Room,2 twin beds,131.934,Murias de Rechivaldo,Spain,2,0,0,0,0,0,0,2
Pensión Mariola,Agres,8.7,8.7,Two-Bedroom House,"6 beds (3 twins, 2 fulls, 1 sofa bed)",351.418,Agres,Spain,3,2,0,0,0,0,0,6
Pensión Venus,Nigrán,8.4,8.7,Double or Twin Room,   1 double or 2 twins,119.959,Nigrán,Spain,2,0,0,0,0,0,0,2
Cal Alejandro,Montsonis,7.6,0.0,Double Room,1 full bed,202.25300000000001,Montsonis,Spain,0,1,0,0,0,0,0,1
Hostal la Hispanidad,"Malaga Centro, Málaga",7.3,0.0,Double or Twin Room,"3 beds (2 twins, 1 full)",245.767,Málaga,Spain,2,1,0,0,0,0,0,3
Klayman Diamond Aparthotel,Acantilado de los Gigantes,9.1,9.3,One-Bedroom Apartment with Sea View,"4 beds (2 twins, 1 sofa bed, 1 queen)",416.591,Acantilado de los Gigantes,Spain,2,0,1,0,0,0,0,4
Apartment La Gomera II,San Juan de la Rambla,7.8,0.0,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)",219.31,San Juan de la Rambla,Spain,2,1,0,0,0,0,0,3
Alojamiento rural la Bellosina,Cabezabellosa,8.1,8.0,Double or Twin Room,   1 double or 2 twins,97.471,Cabezabellosa,Spain,2,0,0,0,0,0,0,2
Hotel Pirineos,Castejón de Sos,8.6,8.8,Triple Room,Multiple bed types,190.06900000000002,Castejón de Sos,Spain,0,0,0,0,0,0,0,0
Camino de Estrellas,Mondoñedo,8.6,8.8,Quadruple Room with Balcony,"3 beds (2 twins, 1 full)",214.437,Mondoñedo,Spain,2,1,0,0,0,0,0,3
Hostal Algeciras,Algeciras,5.5,0.0,Twin Room,2 twin beds,95.034,Algeciras,Spain,2,0,0,0,0,0,0,2
Vivienda Turística Pirineos XXI,Canfranc-Estación,8.1,0.0,Apartment,"5 beds (4 twins, 1 sofa bed)",175.071,Canfranc-Estación,Spain,4,0,0,0,0,0,0,5
Casa Rural La Cabrera,Robledo del Buey,9.0,9.4,Twin Room,2 twin beds,133.211,Robledo del Buey,Spain,2,0,0,0,0,0,0,2
Hostal Soto,La Virgen del Camino,8.3,8.4,Double Room,1 full bed,166.165,La Virgen del Camino,Spain,0,1,0,0,0,0,0,1
Hotel Nou Can Guillem,Cala Figuera,8.5,9.1,Deluxe Twin Room,2 twin beds,284.059,Cala Figuera,Spain,2,0,0,0,0,0,0,2
La Charra,Sanxenxo,6.1,0.0,Double Room,1 full bed,153.169,Sanxenxo,Spain,0,1,0,0,0,0,0,1
Hostal SolFina,Palafolls,6.3,0.0,Double Room,1 full bed,146.207,Palafolls,Spain,0,1,0,0,0,0,0,1
PR As Termas,Bubaces,8.5,8.5,Double Room,   1 double or 2 twins,121.839,Bubaces,Spain,2,0,0,0,0,0,0,2
La Cerca,Arcones,7.8,0.0,Standard Queen Room,1 full bed,184.499,Arcones,Spain,0,1,0,0,0,0,0,1
La Fustana,Maia de Montcal,9.1,9.6,Duplex Room,2 queen beds,233.931,Maia de Montcal,Spain,0,0,2,0,0,0,0,2
PORTO MAR,Bares,8.3,8.0,Double Room,1 full bed,85.287,Bares,Spain,0,1,0,0,0,0,0,1
El Gato Gordo - Riders Hostel,Cudillero,8.7,9.0,Double Room with Shared Bathroom,1 full bed,168.138,Cudillero,Spain,0,1,0,0,0,0,0,1
Cases Altes de Posada,Navés,9.1,9.1,Deluxe Suite,"5 beds (2 twins, 1 bunk bed, 1 sofa bed, 1 queen)",558.458,Navés,Spain,2,0,1,0,0,0,0,5
Hotel Cordial Mogán Playa,Puerto de Mogán,8.9,9.3,Double or Twin Room,2 twin beds,381.892,Puerto de Mogán,Spain,2,0,0,0,0,0,0,2
Poseidon La Manga Hotel & Spa - Designed for Adults,La Manga del Mar Menor,8.1,8.4,Double or Twin Room,   1 double or 2 twins,156.65,La Manga del Mar Menor,Spain,2,0,0,0,0,0,0,2
Moon Dreams Calabahía,Cala del Moral,8.0,8.4,Double or Twin Room,   1 double or 2 twins,209.917,Cala del Moral,Spain,2,0,0,0,0,0,0,2
"Villa Le Blanc, a Gran Meliá Hotel - The Leading Hotels of The World",Santo Tomás,9.2,9.6,Deluxe Room with Terrace,   1 double or 2 twins,788.124,Santo Tomás,Spain,2,0,0,0,0,0,0,2
Apartamentos Acuario Sol,Puerto del Carmen,8.6,8.7,Two-Bedroom Apartment,Multiple bed types,319.56600000000003,Puerto del Carmen,Spain,0,0,0,0,0,0,0,0
Hotel Best Costa Ballena,Costa Ballena,8.6,9.1,Double Room,2 full beds,257.496,Costa Ballena,Spain,0,2,0,0,0,0,0,2
Aparthotel Golf Beach,Pals,8.2,8.3,Apartment with Garden View,"4 beds (2 twins, 2 sofa beds)",209.56300000000002,Pals,Spain,2,0,0,0,2,0,0,4
Mogan Princess & Beach Club,Taurito,7.9,8.0,Double Room with Ocean View,2 twin beds,385.526,Taurito,Spain,2,0,0,0,0,0,0,2
Puertobahia & SPA,El Puerto de Santa María,8.1,8.4,Double or Twin Room with Sea View,   1 double or 2 twins,265.145,El Puerto de Santa María,Spain,2,0,0,0,0,0,0,2
Sercotel Gran Hotel Zurbarán,Badajoz,8.3,8.7,Double Room,1 full bed,245.186,Badajoz,Spain,0,1,0,0,0,0,0,1
Camping Bungalow Serra de Prades Resort,Vilanova de Prades,8.4,8.2,Deluxe Bungalow,2 full beds,374.22,Vilanova de Prades,Spain,0,2,0,0,0,0,0,2
Hotel Colonial Mar,Roquetas de Mar,7.3,0.0,Double or Twin Room,   1 double or 2 twins,171.387,Roquetas de Mar,Spain,2,0,0,0,0,0,0,2
Ilunion Alcora Sevilla,San Juan de Aznalfarache,8.6,8.8,Double Room Pet Friendly,2 twin beds,500.57300000000004,San Juan de Aznalfarache,Spain,2,0,0,0,0,0,0,2
Casa Álamo Agaete,Agaete,8.0,8.0,Double Room with Mountain View,1 full bed,113.83200000000001,Agaete,Spain,0,1,0,0,0,0,0,1
Silken Ciudad de Vitoria,Vitoria-Gasteiz,8.6,9.0,   Twin Room,2 twin beds,234.546,Vitoria-Gasteiz,Spain,2,0,0,0,0,0,0,2
Hacienda del Conde member of Meliá Collection - Adults Only,Buenavista del Norte,9.0,9.5,Singular Junior Suite,2 twin beds,723.492,Buenavista del Norte,Spain,2,0,0,0,0,0,0,2
Royal Palm Resort & Spa - Adults Only,Playa Jandia,8.4,9.1,Double or Twin Room with Side Sea View,   1 double or 2 twins,387.991,Playa Jandia,Spain,2,0,0,0,0,0,0,2
Pierre & Vacances Resort Terrazas Costa del Sol,Manilva,7.2,0.0,One-Bedroom Apartment,"3 beds (1 full, 2 sofa beds)",179.696,Manilva,Spain,0,1,0,0,2,0,0,3
Hospedium Hotel Mirador de Gredos,El Barco de Ávila,8.0,8.5,Deluxe Double Room,1 king bed,352.40500000000003,El Barco de Ávila,Spain,0,0,0,1,0,0,0,1
Hotel Vila Centric,Vilaseca de Solcina,8.0,8.3,Standard Double Room 2 adults,1 full bed,192.041,Vilaseca de Solcina,Spain,0,1,0,0,0,0,0,1
Apartamentos Cordial Mogán Valle,Puerto de Mogán,8.4,8.5,Superior One-Bedroom Apartment,2 twin beds,242.298,Puerto de Mogán,Spain,2,0,0,0,0,0,0,2
Hesperia Murcia Centro,Murcia,8.6,8.9,Standard Double or Twin Room,   1 double or 2 twins,223.48600000000002,Murcia,Spain,2,0,0,0,0,0,0,2
Tramuntana,La Jonquera,8.7,9.0,Double or Twin Room,   1 double or 2 twins,171.387,La Jonquera,Spain,2,0,0,0,0,0,0,2
Elba Motril Beach & Business Hotel,Motril,8.3,8.7,Standard Family Room (2 Adults + 1 Children),Multiple bed types,260.735,Motril,Spain,0,0,0,0,0,0,0,0
Complejo Residencial Los Enebros,Arroyo Frio,8.9,8.9,Two-Bedroom Bungalow (4 Adults),2 full beds,402.069,Arroyo Frio,Spain,0,2,0,0,0,0,0,2
Hotel Cap Roig by Brava Hoteles,Platja d'Aro,8.1,8.5,Standard Triple Room,3 twin beds,368.418,Platja d'Aro,Spain,3,0,0,0,0,0,0,3
Hotel Santiago,Benavente,8.4,8.8,Double or Twin Room,   1 double or 2 twins,165.701,Benavente,Spain,2,0,0,0,0,0,0,2
Alannia Costa Dorada,Platja de lAlmadrava,7.9,0.0,Three-Bedroom Bungalow,"5 beds (4 twins, 1 full)",208.055,Platja de lAlmadrava,Spain,4,1,0,0,0,0,0,5
Eden Roc Mediterranean Hotel & Spa,Sant Feliu de Guíxols,8.1,8.6,Superior Double or Twin Room with Sea View,2 twin beds,393.366,Sant Feliu de Guíxols,Spain,2,0,0,0,0,0,0,2
Hotel Ripoll,Sant Hilari Sacalm,8.1,8.6,Basic Double Room,   1 double or 2 twins,164.077,Sant Hilari Sacalm,Spain,2,0,0,0,0,0,0,2
Elba Costa Ballena Beach & Thalasso Resort,Costa Ballena,8.5,8.8,Family Room (2 Adults + 2 Children),Multiple bed types,330.558,Costa Ballena,Spain,0,0,0,0,0,0,0,0
Puerto Antilla Grand Hotel,Islantilla,8.9,9.1,Twin Room (2 Adults + 1 Child),3 twin beds,244.838,Islantilla,Spain,3,0,0,0,0,0,0,3
El Vicenç de la Mar - Adults Only - Over 12,Cala de Sant Vicenc,9.0,9.7,Superior Double Room with Shared Terrace,   1 double or 2 twins,851.506,Cala de Sant Vicenc,Spain,2,0,0,0,0,0,0,2
Ona Valle Romano Golf & Resort,Estepona,8.4,8.7,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",230.088,Estepona,Spain,2,1,0,0,0,0,0,4
Marina Elite,Patalavaca,7.3,0.0,One-Bedroom Apartment Sea View,"3 beds (2 twins, 1 sofa bed)",265.226,Patalavaca,Spain,2,0,0,0,0,0,0,3
Villa Healthy,Mogán,9.0,10.0,Two-Bedroom Villa,2 full beds,285.103,Mogán,Spain,0,2,0,0,0,0,0,2
Axel Hotel Madrid - Adults Only,"Madrid City Center, Madrid",8.5,8.9,Double or Twin Room,   1 double or 2 twins,590.992,Madrid,Spain,2,0,0,0,0,0,0,2
Santa Barbara Golf and Ocean Club,San Miguel de Abona,8.5,9.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",245.419,San Miguel de Abona,Spain,2,0,0,0,0,0,0,3
Hotel Princesa Playa,Son Xoriguer,8.6,8.9,Double Room,   1 double or 2 twins,249.596,Son Xoriguer,Spain,2,0,0,0,0,0,0,2
Hotel Petit Sagitario (Adults only),Son Carrio,9.2,9.4,Standard Double or Twin Room with Balcony,   1 double or 2 twins,398.93600000000004,Son Carrio,Spain,2,0,0,0,0,0,0,2
Fuerteventura Princess,Playa Jandia,8.3,8.7,Family Room (2 Adults + 1 Child),"2 beds (1 full, 1 sofa bed)",745.455,Playa Jandia,Spain,0,1,0,0,0,0,0,2
Apartamentos Alday,Maliaño,8.4,8.5,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",219.31,Maliaño,Spain,0,1,0,0,0,0,0,2
Aparthotel Cordial Mijas Golf,Mijas,7.7,8.0,Two-bedroom Apartment Superior,"3 beds (1 sofa bed, 2 queens)",301.81600000000003,Mijas,Spain,0,0,2,0,0,0,0,3
Hotel Pax Guadalajara,Guadalajara,8.7,9.2,Two-Bedroom Suite with Sofa Bed,"2 beds (1 king, 1 sofa bed)",407.29,Guadalajara,Spain,0,0,0,1,0,0,0,2
Hotel Badajoz Center,Badajoz,8.6,9.1,Double or Twin Room,2 twin beds,215.707,Badajoz,Spain,2,0,0,0,0,0,0,2
Apartamentos Casa La Rambla,Muros de Nalón,9.4,9.4,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",353.591,Muros de Nalón,Spain,2,1,0,0,0,0,0,4
Esencia de La Palma by Princess - Adults Only,Fuencaliente de la Palma,8.2,8.4,Double Room,2 twin beds,337.408,Fuencaliente de la Palma,Spain,2,0,0,0,0,0,0,2
Camping Resort-Bungalow Park Mas Patoxas,Pals,7.9,0.0,Superior Two-Bedroom Bungalow,"4 beds (1 full, 1 bunk bed, 1 sofa bed, 1 queen)",385.011,Pals,Spain,0,1,1,0,0,0,0,4
ON City Resort,Matalascañas,8.6,9.0,Apartment - Ground Floor,"2 beds (1 full, 1 sofa bed)",258.387,Matalascañas,Spain,0,1,0,0,0,0,0,2
Hotel Adaria Vera,Vera,8.1,8.4,Double or Twin Room,2 twin beds,222.791,Vera,Spain,2,0,0,0,0,0,0,2
Occidental Isla Cristina,Isla Cristina,8.3,8.9,Deluxe One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",313.469,Isla Cristina,Spain,2,0,0,0,0,0,0,3
ON The Residence,Matalascañas,8.9,9.2,Double Room,1 queen bed,198.772,Matalascañas,Spain,0,0,1,0,0,0,0,1
Pierre & Vacances Resort Fuerteventura OrigoMare,Lajares,7.7,8.0,Standard Studio (2 Adults + 1 Child),"2 beds (1 full, 1 sofa bed)",156.788,Lajares,Spain,0,1,0,0,0,0,0,2
Elba Lucía Sport & Suite Hotel,Costa de Antigua,7.3,0.0,One-Bedroom Apartment (2 Adults + 1 Child),2 twin beds,154.631,Costa de Antigua,Spain,2,0,0,0,0,0,0,2
Ilunion Islantilla,Islantilla,8.4,8.7,Twin Room,2 twin beds,218.76500000000001,Islantilla,Spain,2,0,0,0,0,0,0,2
Hotel New Bilbao Airport,Derio,8.5,9.2,Double or Twin Room,   1 double or 2 twins,233.119,Derio,Spain,2,0,0,0,0,0,0,2
Blue Ocean Camp - Tasartico,Tasartico,7.7,0.0,Mini Bungalow (No Kitchen and Bathroom),1 full bed,108.031,Tasartico,Spain,0,1,0,0,0,0,0,1
Palacio de Luja,El Puerto de Santa María,8.2,8.3,Standard Apartment (2 Adults),2 twin beds,272.896,El Puerto de Santa María,Spain,2,0,0,0,0,0,0,2
Ronda Navarra by Valdesierra,Béjar,8.1,8.2,Studio (2 Adults),1 full bed,114.761,Béjar,Spain,0,1,0,0,0,0,0,1
Hotel Doña Brígida  Salamanca Forum,Villamayor,8.1,8.5,Double Room,Multiple bed types,190.30100000000002,Villamayor,Spain,0,0,0,0,0,0,0,0
Hotel Segontia,Épila,7.4,0.0,Double Room,1 full bed,131.586,Épila,Spain,0,1,0,0,0,0,0,1
Real Ferrol,Ferrol,7.1,0.0,Standard Twin Room,2 twin beds,137.216,Ferrol,Spain,2,0,0,0,0,0,0,2
Exe Gran Hotel Almenar,Las Rozas de Madrid,8.5,8.9,Double or Twin Room,   1 double or 2 twins,228.709,Las Rozas de Madrid,Spain,2,0,0,0,0,0,0,2
Santemar,Santander,8.8,9.3,Junior Suite,1 queen bed,736.836,Santander,Spain,0,0,1,0,0,0,0,1
Hotel Lanjaron,Lanjarón,7.6,0.0,Deluxe Double Room with Balcony,   1 double or 2 twins,102.113,Lanjarón,Spain,2,0,0,0,0,0,0,2
Ilunion Golf Badajoz,Badajoz,8.1,8.5,Double or Twin Room,   1 double or 2 twins,192.11,Badajoz,Spain,2,0,0,0,0,0,0,2
Destinos de Sol La Minería Roquetas de Mar,Roquetas de Mar,7.6,0.0,Superior Apartment with Terrace and Sea View,"3 beds (2 twins, 1 sofa bed)",100.147,Roquetas de Mar,Spain,2,0,0,0,0,0,0,3
Casa Rural Finca Paraíso,Valle de Guerra,9.0,9.2,Deluxe Double or Twin Room with Pool Access,1 full bed,234.047,Valle de Guerra,Spain,0,1,0,0,0,0,0,1
Complejo Rural La Glorieta,Catí,8.4,8.2,Apartment,"3 beds (2 twins, 1 full)",152.589,Catí,Spain,2,1,0,0,0,0,0,3
Hotel Pozo del Duque,Zahara de los Atunes,8.0,8.1,Double or Twin Room with Side Sea View,2 twin beds,257.60200000000003,Zahara de los Atunes,Spain,2,0,0,0,0,0,0,2
Ona Ogisaka Garden,Denia,8.4,8.5,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",244.142,Denia,Spain,0,1,0,0,0,0,0,2
La Familia Gallo Rojo,El Campello,8.0,8.2,Twin Room,2 twin beds,160.131,El Campello,Spain,2,0,0,0,0,0,0,2
Ocean Lounge,Altea,8.2,8.8,Suite with Terrace,1 queen bed,402.069,Altea,Spain,0,0,1,0,0,0,0,1
Hotel Thalasso Cantabrico Las Sirenas,"Covas, Viveiro",8.0,8.6,Double or Twin Room,   1 double or 2 twins,153.964,Viveiro,Spain,2,0,0,0,0,0,0,2
Hotel Saurat,Espot,8.6,8.8,Twin Room,2 twin beds,184.731,Espot,Spain,2,0,0,0,0,0,0,2
ALEGRIA Palacio Mojacar Adults only,Mojácar,8.7,9.0,Double Room with Sea View,"3 beds (2 twins, 1 full)",252.497,Mojácar,Spain,2,1,0,0,0,0,0,3
Apartamentos Playa Barbate,Barbate,8.1,8.0,Two-Bedroom Apartment - Ground Floor,4 twin beds,292.994,Barbate,Spain,4,0,0,0,0,0,0,4
Elba Vecindario Aeropuerto Business & Convention Hotel,Vecindario,8.3,8.7,Double or Twin Room (2 Adults),Multiple bed types,208.867,Vecindario,Spain,0,0,0,0,0,0,0,0
